Medicamento 	Dosis 	Presentación 	Marca 	Farmacía 	Precio 	Dirección 	Comuna 	Región
5930 	LAFIGIN 	200 mg 	30 COMPRIMIDOS DISPERSABLES/MASTICABLES 	LABORATORIOS LAFI LTDA. 	Cruz Verde 	56640 	Cordovez 510 	La Serena 	Coquimbo
5931 	MEGANOX 	100 mg 	30 COMPRIMIDOS DISPERSABLES/MASTICABLES 	ETEX FARMACÉUTICA LTDA. 	Cruz Verde 	53590 	Cordovez 510 	La Serena 	Coquimbo
5932 	MEGANOX 	200 mg 	30 COMPRIMIDOS DISPERSABLES/MASTICABLES 	ETEX FARMACÉUTICA LTDA. 	Cruz Verde 	80590 	Cordovez 510 	La Serena 	Coquimbo
5933 	MEGANOX 	25 mg 	30 COMPRIMIDOS DISPERSABLES/MASTICABLES 	ETEX FARMACÉUTICA LTDA. 	Cruz Verde 	18890 	Cordovez 510 	La Serena 	Coquimbo
5934 	MEGANOX 	50 mg 	30 COMPRIMIDOS DISPERSABLES/MASTICABLES 	ETEX FARMACÉUTICA LTDA. 	Cruz Verde 	30390 	Cordovez 510 	La Serena 	Coquimbo
5935 	TRADOX FT 	200 mg 	30 COMPRIMIDOS DISPERSABLES/MASTICABLES 	LABORATORIOS ANDRÓMACO S.A. 	Cruz Verde 	63440 	Cordovez 510 	La Serena 	Coquimbo
5936 	TRIZOL 	50 mg 	30 COMPRIMIDOS 	PHARMA INVESTI DE CHILE S.A. 	Cruz Verde 	20590 	Cordovez 510 	La Serena 	Coquimbo
5937 	TRIZOL 	200 mg 	30 COMPRIMIDOS DISPERSABLES/MASTICABLES 	PHARMA INVESTI DE CHILE S.A. 	Cruz Verde 	39590 	Cordovez 510 	La Serena 	Coquimbo
5938 	TRIZOL 	50 mg 	30 COMPRIMIDOS DISPERSABLES/MASTICABLES 	ALPES CHEMIE S.A. 	Cruz Verde 	20590 	Cordovez 510 	La Serena 	Coquimbo
5939 	DEGRALER PLUS 	5 mg 	40 COMPRIMIDOS BUCODISPERSABLES 	LABORATORIO BAGÓ DE CHILE S.A. 	Cruz Verde 	14590 	Cordovez 510 	La Serena 	Coquimbo
5940 	NEO-ALERTOP 	5 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Cruz Verde 	4190 	Cordovez 510 	La Serena 	Coquimbo
5941 	TIRIZ 	5 mg 	30 COMPRIMIDOS RECUBIERTOS 	EUROFARMA CHILE S.A. 	Cruz Verde 	5040 	Cordovez 510 	La Serena 	Coquimbo
5942 	MELIC BD 	15 mg 	10 COMPRIMIDOS DE DESINTEGRACIÓN BUCAL 	LABORATORIO PASTEUR S.A. 	Cruz Verde 	7640 	Cordovez 510 	La Serena 	Coquimbo
5943 	MELIC 	7,5 mg 	15 COMPRIMIDOS 	LABORATORIO PASTEUR S.A. 	Cruz Verde 	7740 	Cordovez 510 	La Serena 	Coquimbo
5944 	MELOXICAM 	7,5 mg 	15 COMPRIMIDOS 	LABORATORIO PASTEUR S.A. 	Cruz Verde 	2640 	Cordovez 510 	La Serena 	Coquimbo
5945 	NARTAN 	2,5 mg 	2 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Cruz Verde 	4190 	Cordovez 510 	La Serena 	Coquimbo
5946 	NARTAN 	2,5 mg 	10 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Cruz Verde 	12770 	Cordovez 510 	La Serena 	Coquimbo
5947 	MIRAGRAN 	2,5 mg 	10 COMPRIMIDOS RECUBIERTOS 	PHARMA INVESTI DE CHILE S.A. 	Cruz Verde 	13190 	Cordovez 510 	La Serena 	Coquimbo
5948 	PARMITAL 	0,25 mg 	30 COMPRIMIDOS 	TECNOFARMA S.A. 	Cruz Verde 	9940 	Cordovez 510 	La Serena 	Coquimbo
5949 	PARMITAL 	1 mg 	30 COMPRIMIDOS 	TECNOFARMA S.A. 	Cruz Verde 	29190 	Cordovez 510 	La Serena 	Coquimbo
5950 	BIOPSOL 	1 mg 	30 COMPRIMIDOS 	LABORATORIOS RECALCINE S.A. 	Cruz Verde 	45940 	Cordovez 510 	La Serena 	Coquimbo
5951 	PREBICTAL 	150 mg 	28 CÁPSULAS 	TECNOFARMA S.A. 	Cruz Verde 	26590 	Cordovez 510 	La Serena 	Coquimbo
5952 	PREBICTAL 	75 mg 	28 CÁPSULAS 	TECNOFARMA S.A. 	Cruz Verde 	13890 	Cordovez 510 	La Serena 	Coquimbo
5953 	PREGALIN 	75 mg 	30 COMPRIMIDOS 	ITF - LABOMED FARMACÉUTICA LTDA. 	Cruz Verde 	14590 	Cordovez 510 	La Serena 	Coquimbo
5954 	QUETIAZIC 	100 mg 	30 COMPRIMIDOS RECUBIERTOS 	TECNOFARMA S.A. 	Cruz Verde 	22890 	Cordovez 510 	La Serena 	Coquimbo
5955 	QUETIAZIC 	100 mg 	60 COMPRIMIDOS RECUBIERTOS 	TECNOFARMA S.A. 	Cruz Verde 	36290 	Cordovez 510 	La Serena 	Coquimbo
5956 	QUETIDIN XR 	200 mg 	30 COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 	LABORATORIOS RECALCINE S.A. 	Cruz Verde 	52490 	Cordovez 510 	La Serena 	Coquimbo
5957 	QUETIDIN XR 	50 mg 	30 COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 	LABORATORIOS RECALCINE S.A. 	Cruz Verde 	36490 	Cordovez 510 	La Serena 	Coquimbo
5958 	ASICOT 	100 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Cruz Verde 	24790 	Cordovez 510 	La Serena 	Coquimbo
5959 	ASICOT 	25 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Cruz Verde 	21190 	Cordovez 510 	La Serena 	Coquimbo
5960 	AMATO 	25 mg 	60 COMPRIMIDOS RECUBIERTOS 	EUROFARMA CHILE S.A. 	Cruz Verde 	20490 	Cordovez 510 	La Serena 	Coquimbo
5961 	TOPICTAL 	25 mg 	28 COMPRIMIDOS RECUBIERTOS 	TECNOFARMA S.A. 	Cruz Verde 	20990 	Cordovez 510 	La Serena 	Coquimbo
5962 	TOPREL 	25 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS LAFI LTDA. 	Cruz Verde 	22240 	Cordovez 510 	La Serena 	Coquimbo
5963 	TOPREL 	50 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS LAFI LTDA. 	Cruz Verde 	36990 	Cordovez 510 	La Serena 	Coquimbo
5964 	ENTRESTO 	200 mg 	56 COMPRIMIDOS RECUBIERTOS 	NOVARTIS CHILE S.A. 	Cruz Verde 	84360 	Cordovez 510 	La Serena 	Coquimbo
5965 	ENTRESTO 	100 mg 	56 COMPRIMIDOS RECUBIERTOS 	NOVARTIS CHILE S.A. 	Cruz Verde 	84360 	Cordovez 510 	La Serena 	Coquimbo
5966 	DOSARA 	160 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS ANDRÓMACO S.A. 	Cruz Verde 	13990 	Cordovez 510 	La Serena 	Coquimbo
5967 	DOSARA 	80 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS ANDRÓMACO S.A. 	Cruz Verde 	13940 	Cordovez 510 	La Serena 	Coquimbo
5968 	VARTALAN 	160 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS LAFI LTDA. 	Cruz Verde 	19290 	Cordovez 510 	La Serena 	Coquimbo
5969 	VARTALAN 	80 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS LAFI LTDA. 	Cruz Verde 	21190 	Cordovez 510 	La Serena 	Coquimbo
5970 	VALAPLEX 	320 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Cruz Verde 	20290 	Cordovez 510 	La Serena 	Coquimbo
5971 	VALAX 	160 mg 	35 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS SAVAL S.A. 	Cruz Verde 	16290 	Cordovez 510 	La Serena 	Coquimbo
5972 	VALAX 	320 mg 	35 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS SAVAL S.A. 	Cruz Verde 	16990 	Cordovez 510 	La Serena 	Coquimbo
5973 	VALAX 	80 mg 	35 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS SAVAL S.A. 	Cruz Verde 	16490 	Cordovez 510 	La Serena 	Coquimbo
5974 	BONVIVA 	150 mg 	1 COMPRIMIDOS RECUBIERTOS 	ROCHE CHILE LTDA. 	Cruz Verde 	40160 	Cordovez 510 	La Serena 	Coquimbo
5975 	BETASERC 	16 mg 	30 COMPRIMIDOS 	ABBOTT LABORATORIES DE CHILE LTDA. 	Cruz Verde 	29560 	Cordovez 510 	La Serena 	Coquimbo
5976 	DILATREND 	12,5 mg 	28 COMPRIMIDOS 	ROCHE CHILE LTDA. 	Cruz Verde 	18490 	Cordovez 510 	La Serena 	Coquimbo
5977 	DILATREND 	25 mg 	28 COMPRIMIDOS 	ROCHE CHILE LTDA. 	Cruz Verde 	25690 	Cordovez 510 	La Serena 	Coquimbo
5978 	DILATREND 	6,25 mg 	28 COMPRIMIDOS 	ROCHE CHILE LTDA. 	Cruz Verde 	15990 	Cordovez 510 	La Serena 	Coquimbo
5979 	ROACNETAN 	20 mg 	30 CÁPSULAS BLANDAS 	ROCHE CHILE LTDA. 	Cruz Verde 	71290 	Cordovez 510 	La Serena 	Coquimbo
5980 	LAMICTAL 	100 mg 	30 COMPRIMIDOS 	GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA. 	Cruz Verde 	44690 	Cordovez 510 	La Serena 	Coquimbo
5981 	XUZAL 	5 mg 	30 COMPRIMIDOS RECUBIERTOS 	GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA. 	Cruz Verde 	20690 	Cordovez 510 	La Serena 	Coquimbo
5982 	MOBEX 	15 mg 	10 COMPRIMIDOS 	BOEHRINGER INGELHEIM LTDA. 	Cruz Verde 	15090 	Cordovez 510 	La Serena 	Coquimbo
5983 	MOBEX 	15 mg 	30 COMPRIMIDOS 	BOEHRINGER INGELHEIM LTDA. 	Cruz Verde 	28990 	Cordovez 510 	La Serena 	Coquimbo
5984 	NARAMIG 	2,5 mg 	7 COMPRIMIDOS RECUBIERTOS 	GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA. 	Cruz Verde 	17790 	Cordovez 510 	La Serena 	Coquimbo
5985 	NARAMIG 	2,5 mg 	14 COMPRIMIDOS RECUBIERTOS 	GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA. 	Cruz Verde 	29090 	Cordovez 510 	La Serena 	Coquimbo
5986 	SIFROL 	0,25 mg 	30 COMPRIMIDOS 	BOEHRINGER INGELHEIM LTDA. 	Cruz Verde 	24190 	Cordovez 510 	La Serena 	Coquimbo
5987 	SIFROL 	1 mg 	30 COMPRIMIDOS 	BOEHRINGER INGELHEIM LTDA. 	Cruz Verde 	64990 	Cordovez 510 	La Serena 	Coquimbo
5988 	LYRICA 	25 mg 	14 CÁPSULAS 	PFIZER CHILE S.A. 	Cruz Verde 	11840 	Cordovez 510 	La Serena 	Coquimbo
5989 	LYRICA 	75 mg 	28 CÁPSULAS 	PFIZER CHILE S.A. 	Cruz Verde 	37890 	Cordovez 510 	La Serena 	Coquimbo
5990 	SEROQUEL 	100 mg 	30 COMPRIMIDOS RECUBIERTOS 	ASTRAZENECA S.A. 	Cruz Verde 	66240 	Cordovez 510 	La Serena 	Coquimbo
5991 	SEROQUEL 	25 mg 	30 COMPRIMIDOS RECUBIERTOS 	ASTRAZENECA S.A. 	Cruz Verde 	36990 	Cordovez 510 	La Serena 	Coquimbo
5992 	TOPAMAX 	50 mg 	28 COMPRIMIDOS RECUBIERTOS 	JOHNSON & JOHNSON DE CHILE S.A. 	Cruz Verde 	45490 	Cordovez 510 	La Serena 	Coquimbo
5993 	TAREG 	160 mg 	28 COMPRIMIDOS RECUBIERTOS 	NOVARTIS CHILE S.A. 	Cruz Verde 	35990 	Cordovez 510 	La Serena 	Coquimbo
5994 	TAREG 	160 mg 	56 COMPRIMIDOS RECUBIERTOS 	NOVARTIS CHILE S.A. 	Cruz Verde 	56990 	Cordovez 510 	La Serena 	Coquimbo
5995 	TAREG 	320 mg 	28 COMPRIMIDOS RECUBIERTOS 	NOVARTIS CHILE S.A. 	Cruz Verde 	34790 	Cordovez 510 	La Serena 	Coquimbo
5996 	TAREG 	80 mg 	28 COMPRIMIDOS RECUBIERTOS 	NOVARTIS CHILE S.A. 	Cruz Verde 	38290 	Cordovez 510 	La Serena 	Coquimbo
5997 	TAREG 	80 mg 	56 COMPRIMIDOS RECUBIERTOS 	NOVARTIS CHILE S.A. 	Cruz Verde 	57390 	Cordovez 510 	La Serena 	Coquimbo
5998 	AUGMENTIN BID 	875/125 mg 	14 COMPRIMIDOS RECUBIERTOS 	GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA. 	Cruz Verde 	21990 	Cordovez 510 	La Serena 	Coquimbo
5999 	LIPITOR 	20 mg 	30 COMPRIMIDOS RECUBIERTOS 	PFIZER CHILE S.A. 	Cruz Verde 	57290 	Cordovez 510 	La Serena 	Coquimbo
6000 	LIPITOR 	20 mg 	60 COMPRIMIDOS RECUBIERTOS 	PFIZER CHILE S.A. 	Cruz Verde 	91640 	Cordovez 510 	La Serena 	Coquimbo
6001 	ZITHROMAX 	500 mg 	6 COMPRIMIDOS RECUBIERTOS 	PFIZER CHILE S.A. 	Cruz Verde 	13990 	Cordovez 510 	La Serena 	Coquimbo
6002 	RAVOTRIL 	0,5 mg 	30 COMPRIMIDOS 	ROCHE CHILE LTDA. 	Cruz Verde 	6790 	Cordovez 510 	La Serena 	Coquimbo
6003 	RAVOTRIL 	2 mg 	30 COMPRIMIDOS 	ROCHE CHILE LTDA. 	Cruz Verde 	13790 	Cordovez 510 	La Serena 	Coquimbo
6004 	COZAAR 	50 mg 	30 COMPRIMIDOS RECUBIERTOS 	MERCK SHARP & DOHME CHILE LTDA. 	Cruz Verde 	31390 	Cordovez 510 	La Serena 	Coquimbo
6005 	LOSEC 	20 mg 	14 CAPSULAS CON GRANULOS CON RECUBRIMIENTO ENTERICO 	MERCK SHARP & DOHME CHILE LTDA. 	Cruz Verde 	16540 	Cordovez 510 	La Serena 	Coquimbo
6006 	LOSEC 	20 mg 	28 CAPSULAS CON GRANULOS CON RECUBRIMIENTO ENTERICO 	MERCK SHARP & DOHME CHILE LTDA. 	Cruz Verde 	40240 	Cordovez 510 	La Serena 	Coquimbo
6007 	ALTRULINE 	100 mg 	30 COMPRIMIDOS 	ROERIG S.A. 	Cruz Verde 	70990 	Cordovez 510 	La Serena 	Coquimbo
6008 	ALTRULINE 	50 mg 	30 COMPRIMIDOS RECUBIERTOS 	ROERIG S.A. 	Cruz Verde 	41690 	Cordovez 510 	La Serena 	Coquimbo
6009 	LAMISIL 	250 mg 	28 COMPRIMIDOS 	LABORATORIOS PHOENIX 	Cruz Verde 	42790 	Cordovez 510 	La Serena 	Coquimbo
6010 	CELEBRA 	200 mg 	10 CÁPSULAS 	PFIZER CHILE S.A. 	Cruz Verde 	18090 	Cordovez 510 	La Serena 	Coquimbo
6011 	CELEBRA 	200 mg 	30 CÁPSULAS 	PFIZER CHILE S.A. 	Cruz Verde 	44590 	Cordovez 510 	La Serena 	Coquimbo
6012 	GLUCOPHAGE 	850 mg 	30 COMPRIMIDOS RECUBIERTOS 	ROCHE CHILE LTDA. 	Cruz Verde 	11190 	Cordovez 510 	La Serena 	Coquimbo
6013 	GLUCOPHAGE 	850 mg 	60 COMPRIMIDOS RECUBIERTOS 	ROCHE CHILE LTDA. 	Cruz Verde 	20190 	Cordovez 510 	La Serena 	Coquimbo
6014 	GLAFORNIL 	850 mg 	30 COMPRIMIDOS RECUBIERTOS 	MERCK SHARP & DOHME CHILE LTDA. 	Cruz Verde 	12390 	Cordovez 510 	La Serena 	Coquimbo
6015 	GLAFORNIL 	850 mg 	60 COMPRIMIDOS RECUBIERTOS 	MERCK SHARP & DOHME CHILE LTDA. 	Cruz Verde 	18690 	Cordovez 510 	La Serena 	Coquimbo
6016 	AERIUS 	5 mg 	30 COMPRIMIDOS RECUBIERTOS 	SCHERING PLOUGH 	Cruz Verde 	18690 	Cordovez 510 	La Serena 	Coquimbo
6017 	VIAGRA 	50 mg 	4 COMPRIMIDOS RECUBIERTOS 	PFIZER CHILE S.A. 	Cruz Verde 	44990 	Cordovez 510 	La Serena 	Coquimbo
6018 	VIAGRA 	100 mg 	1 COMPRIMIDOS RECUBIERTOS 	PFIZER CHILE S.A. 	Cruz Verde 	16990 	Cordovez 510 	La Serena 	Coquimbo
6019 	TANSTON 	500 mg 	10 COMPRIMIDOS 	PFIZER CHILE S.A. 	Cruz Verde 	7840 	Cordovez 510 	La Serena 	Coquimbo
6020 	CUROCEF 	500 mg 	14 COMPRIMIDOS RECUBIERTOS 	GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA. 	Cruz Verde 	51390 	Cordovez 510 	La Serena 	Coquimbo
6021 	CYMBALTA 	30 mg 	7 CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO 	ELI LILLY 	Cruz Verde 	14890 	Cordovez 510 	La Serena 	Coquimbo
6022 	CYMBALTA 	60 mg 	28 CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO 	ELI LILLY 	Cruz Verde 	48590 	Cordovez 510 	La Serena 	Coquimbo
6023 	BAYCIP 	500 mg 	20 COMPRIMIDOS RECUBIERTOS 	BAYER S.A. 	Cruz Verde 	32490 	Cordovez 510 	La Serena 	Coquimbo
6024 	LIPITOR 	40 mg 	30 COMPRIMIDOS RECUBIERTOS 	PFIZER CHILE S.A. 	Cruz Verde 	61590 	Cordovez 510 	La Serena 	Coquimbo
6025 	ARCOXIA 	60 mg 	14 COMPRIMIDOS RECUBIERTOS 	MERCK SHARP & DOHME CHILE LTDA. 	Cruz Verde 	17490 	Cordovez 510 	La Serena 	Coquimbo
6026 	ASPIRINA 	500 mg 	10 COMPRIMIDOS 	BAYER S.A. 	Cruz Verde 	1790 	Cordovez 510 	La Serena 	Coquimbo
6027 	ASPIRINA 	500 mg 	20 COMPRIMIDOS 	BAYER S.A. 	Cruz Verde 	1490 	Cordovez 510 	La Serena 	Coquimbo
6028 	ASPIRINA 	100 mg 	42 COMPRIMIDOS 	BAYER S.A. 	Cruz Verde 	3990 	Cordovez 510 	La Serena 	Coquimbo
6029 	LIPITOR 	10 mg 	30 COMPRIMIDOS RECUBIERTOS 	PFIZER CHILE S.A. 	Cruz Verde 	46790 	Cordovez 510 	La Serena 	Coquimbo
6030 	LIPITOR 	10 mg 	60 COMPRIMIDOS RECUBIERTOS 	PFIZER CHILE S.A. 	Cruz Verde 	60340 	Cordovez 510 	La Serena 	Coquimbo
6031 	LEXAPRO 	10 mg 	28 COMPRIMIDOS RECUBIERTOS 	LUNDBECK 	Cruz Verde 	38290 	Cordovez 510 	La Serena 	Coquimbo
6032 	MICROGYNON 	150/30 mg 	21 COMPRIMIDOS RECUBIERTOS 	BAYER S.A. 	Cruz Verde 	15490 	Cordovez 510 	La Serena 	Coquimbo
6033 	LIVERTOX 	20 mg 	20 COMPRIMIDOS 	LABORATORIO BAGÓ DE CHILE S.A. 	Cruz Verde 	2290 	Cordovez 510 	La Serena 	Coquimbo
6034 	AVELOX 	400 mg 	10 COMPRIMIDOS RECUBIERTOS 	BAYER S.A. 	Cruz Verde 	62990 	Cordovez 510 	La Serena 	Coquimbo
6035 	EUTIROX 	100 mg 	50 COMPRIMIDOS 	MERCK SHARP & DOHME CHILE LTDA. 	Cruz Verde 	7740 	Cordovez 510 	La Serena 	Coquimbo
6036 	EUTIROX 	100 mg 	100 COMPRIMIDOS 	MERCK SHARP & DOHME CHILE LTDA. 	Cruz Verde 	12940 	Cordovez 510 	La Serena 	Coquimbo
6037 	EUTIROX 	150 mg 	50 COMPRIMIDOS 	MERCK SHARP & DOHME CHILE LTDA. 	Cruz Verde 	13690 	Cordovez 510 	La Serena 	Coquimbo
6038 	EUTIROX 	50 mg 	50 COMPRIMIDOS 	MERCK SHARP & DOHME CHILE LTDA. 	Cruz Verde 	8540 	Cordovez 510 	La Serena 	Coquimbo
6039 	EUTIROX 	75 mg 	50 COMPRIMIDOS 	MERCK SHARP & DOHME CHILE LTDA. 	Cruz Verde 	8790 	Cordovez 510 	La Serena 	Coquimbo
6040 	APROVEL 	150 mg 	28 COMPRIMIDOS 	SANOFI-AVENTIS DE CHILE S.A. 	Cruz Verde 	40650 	Cordovez 510 	La Serena 	Coquimbo
6041 	BETACAR 	50 mg 	20 COMPRIMIDOS 	SANOFI-AVENTIS DE CHILE S.A. 	Cruz Verde 	11790 	Cordovez 510 	La Serena 	Coquimbo
6042 	CERAZETTE 	s/i 	28 COMPRIMIDOS 	MERCK S.A. 	Cruz Verde 	16090 	Cordovez 510 	La Serena 	Coquimbo
6043 	CIPRAMIL 	20 mg 	28 COMPRIMIDOS RECUBIERTOS 	LUNDBECK 	Cruz Verde 	33990 	Cordovez 510 	La Serena 	Coquimbo
6044 	COAPROVEL 	150/12,5 	28 COMPRIMIDOS RECUBIERTOS 	SANOFI-AVENTIS DE CHILE S.A. 	Cruz Verde 	31290 	Cordovez 510 	La Serena 	Coquimbo
6045 	COAPROVEL 	300/12,5 	28 COMPRIMIDOS RECUBIERTOS 	SANOFI-AVENTIS DE CHILE S.A. 	Cruz Verde 	39760 	Cordovez 510 	La Serena 	Coquimbo
6046 	CONCOR 	5 mg 	28 COMPRIMIDOS RECUBIERTOS 	MERCK S.A. 	Cruz Verde 	27240 	Cordovez 510 	La Serena 	Coquimbo
6047 	CONCOR 	10 mg 	28 COMPRIMIDOS RECUBIERTOS 	MERCK S.A. 	Cruz Verde 	30190 	Cordovez 510 	La Serena 	Coquimbo
6048 	CRESTOR 	10 mg 	30 COMPRIMIDOS RECUBIERTOS 	ASTRAZENECA S.A. 	Cruz Verde 	36990 	Cordovez 510 	La Serena 	Coquimbo
6049 	CRESTOR 	20 mg 	30 COMPRIMIDOS RECUBIERTOS 	ASTRAZENECA S.A. 	Cruz Verde 	54890 	Cordovez 510 	La Serena 	Coquimbo
6050 	DIGOXINA 	0,25 mg 	30 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Cruz Verde 	1990 	Cordovez 510 	La Serena 	Coquimbo
6051 	EBIXA 	20 mg 	28 COMPRIMIDOS RECUBIERTOS 	LUNDBECK 	Cruz Verde 	84690 	Cordovez 510 	La Serena 	Coquimbo
6052 	FLAGYL 	500 mg 	20 COMPRIMIDOS RECUBIERTOS 	SANOFI-AVENTIS DE CHILE S.A. 	Cruz Verde 	16490 	Cordovez 510 	La Serena 	Coquimbo
6053 	HIDRORONOL 	50 mg 	24 COMPRIMIDOS 	ITF - LABOMED FARMACÉUTICA LTDA. 	Cruz Verde 	4490 	Cordovez 510 	La Serena 	Coquimbo
6054 	KEPPRA 	500 mg 	30 COMPRIMIDOS RECUBIERTOS 	GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA. 	Cruz Verde 	27090 	Cordovez 510 	La Serena 	Coquimbo
6055 	KEPPRA 	500 mg 	60 COMPRIMIDOS RECUBIERTOS 	GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA. 	Cruz Verde 	50390 	Cordovez 510 	La Serena 	Coquimbo
6056 	MICARDIS 	80 mg 	28 COMPRIMIDOS 	BOEHRINGER INGELHEIM LTDA. 	Cruz Verde 	34090 	Cordovez 510 	La Serena 	Coquimbo
6057 	MICARDIS 	40 mg 	28 COMPRIMIDOS 	BOEHRINGER INGELHEIM LTDA. 	Cruz Verde 	35290 	Cordovez 510 	La Serena 	Coquimbo
6058 	MACRODANTINA 	50 mg 	40 CÁPSULAS 	BOEHRINGER INGELHEIM LTDA. 	Cruz Verde 	15290 	Cordovez 510 	La Serena 	Coquimbo
6059 	MACRODANTINA 	100 mg 	40 CÁPSULAS 	BOEHRINGER INGELHEIM LTDA. 	Cruz Verde 	17280 	Cordovez 510 	La Serena 	Coquimbo
6060 	NEO?SINTROM 	4 mg 	20 COMPRIMIDOS 	NOVARTIS CHILE S.A. 	Cruz Verde 	33290 	Cordovez 510 	La Serena 	Coquimbo
6061 	NEXIUM 	40 mg 	28 POLVO PARA SOLUCIÓN INYECTABLE 	ASTRAZENECA S.A. 	Cruz Verde 	42290 	Cordovez 510 	La Serena 	Coquimbo
6062 	NORVASC 	10 mg 	30 COMPRIMIDOS 	PFIZER CHILE S.A. 	Cruz Verde 	49840 	Cordovez 510 	La Serena 	Coquimbo
6063 	NORVASC 	5 mg 	30 COMPRIMIDOS 	PFIZER CHILE S.A. 	Cruz Verde 	37890 	Cordovez 510 	La Serena 	Coquimbo
6064 	OMNIC 	0,4 mg 	30 COMPRIMIDOS 	YAMANOUCHI 	Cruz Verde 	17890 	Cordovez 510 	La Serena 	Coquimbo
6065 	PLAVIX 	75 mg 	28 COMPRIMIDOS RECUBIERTOS 	SANOFI-AVENTIS DE CHILE S.A. 	Cruz Verde 	59890 	Cordovez 510 	La Serena 	Coquimbo
6066 	TEGRETAL 	200 mg 	20 COMPRIMIDOS 	NOVARTIS CHILE S.A. 	Cruz Verde 	15790 	Cordovez 510 	La Serena 	Coquimbo
6067 	TEGRETAL 	200 mg 	60 COMPRIMIDOS 	NOVARTIS CHILE S.A. 	Cruz Verde 	46690 	Cordovez 510 	La Serena 	Coquimbo
6068 	YASMIN 	s/i 	21 COMPRIMIDOS 	BAYER S.A. 	Cruz Verde 	23690 	Cordovez 510 	La Serena 	Coquimbo
6069 	Actron 	400 mg 	10 CÁPSULAS BLANDAS 	BAYER S.A. 	Cruz Verde 	2990 	Cordovez 510 	La Serena 	Coquimbo
6070 	Aerolin LF 	100 mcg 	200 INH. BUCAL 	GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA. 	Cruz Verde 	15650 	Cordovez 510 	La Serena 	Coquimbo
6071 	Amoval 	1 gr 	14 COMPRIMIDOS 	LABORATORIOS SAVAL S.A. 	Cruz Verde 	11890 	Cordovez 510 	La Serena 	Coquimbo
6072 	Anulette CD 	0,15/0,03 mg 	28 COMPRIMIDOS 	LABORATORIOS SILESIA S.A. 	Cruz Verde 	5990 	Cordovez 510 	La Serena 	Coquimbo
6073 	Belara 	s/i 	21 COMPRIMIDOS RECUBIERTOS 	GRÜNENTHAL CHILENA LTDA. 	Cruz Verde 	21490 	Cordovez 510 	La Serena 	Coquimbo
6074 	Cefalmin 	s/i 	10 COMPRIMIDOS 	INSTITUTO SANITAS S.A. 	Cruz Verde 	1890 	Cordovez 510 	La Serena 	Coquimbo
6075 	Ciclidon-20 	s/i 	21 GRAGEAS 	GYNOPHARM 	Cruz Verde 	15590 	Cordovez 510 	La Serena 	Coquimbo
6076 	Ciclomex-15 	s/i 	28 COMPRIMIDOS RECUBIERTOS 	GYNOPHARM 	Cruz Verde 	12890 	Cordovez 510 	La Serena 	Coquimbo
6077 	Dal 	s/i 	28 COMPRIMIDOS 	GYNOPHARM 	Cruz Verde 	13890 	Cordovez 510 	La Serena 	Coquimbo
6078 	Ecotrin 	100 mg 	28 COMPRIMIDOS 	GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA. 	Cruz Verde 	8580 	Cordovez 510 	La Serena 	Coquimbo
6079 	Femelle 20 	s/i 	28 COMPRIMIDOS 	GYNOPHARM 	Cruz Verde 	14190 	Cordovez 510 	La Serena 	Coquimbo
6080 	Fesema LF 	100 mcg 	200 INH. BUCAL 	Etex Farmaceutica Limitada 	Cruz Verde 	13790 	Cordovez 510 	La Serena 	Coquimbo
